paper_eligible,exclude_reason,auto_taxonomy_label,failed_dims,failed_dim_count,audit_status,score_6d,pass,pass_threshold,dim_task_completion,dim_data_retrieval_accuracy,dim_agent_sequence_correct,dim_clarity_and_justification,dim_generalized_result_verification,dim_hallucinations,run_name,cohort_id,experiment_cell,orchestration_mode,mcp_mode,model_id,judge_model,scenario_id,scenario_file,trial_index,trajectory_file,wandb_run_url,suggestions,scored_at,schema_version
true,,low_task_completion,"task_completion,agent_sequence_correct,generalized_result_verification,clarity_and_justification",4,auto_only,0.1667,False,0.6,False,True,False,False,False,True,core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_YS_post175_15x5_exp2_cell_YS_pe_self_ask_mcp_baseline,core16_extension,Y,plan_execute,baseline,openai/Llama-3.1-8B-Instruct,watsonx/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,SGT-024,data/scenarios/fmsr_06_severity_filtered_failure_review.json,3,benchmarks/cell_Y_plan_execute/raw/core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_YS_post175_15x5_exp2_cell_YS_pe_self_ask_mcp_baseline/2026-05-05_Y_llama-3-1-8b-instruct_plan_execute_baseline_fmsr_06_severity_filtered_failure_review_run03.json,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/3yad2sto,Re-evaluate the task requirements and adjust the agent's steps to directly address the task without unnecessary operations.,2026-05-05T16:26:41.830470+00:00,v1
true,,low_task_completion,"task_completion,agent_sequence_correct,generalized_result_verification,clarity_and_justification",4,auto_only,0.1667,False,0.6,False,True,False,False,False,True,core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_YS_post175_15x5_exp2_cell_YS_pe_self_ask_mcp_baseline,core16_extension,Y,plan_execute,baseline,openai/Llama-3.1-8B-Instruct,watsonx/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,SGT-024,data/scenarios/fmsr_06_severity_filtered_failure_review.json,4,benchmarks/cell_Y_plan_execute/raw/core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_YS_post175_15x5_exp2_cell_YS_pe_self_ask_mcp_baseline/2026-05-05_Y_llama-3-1-8b-instruct_plan_execute_baseline_fmsr_06_severity_filtered_failure_review_run04.json,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/3yad2sto,Re-evaluate the task steps and ensure the agent follows a relevant and logical sequence to achieve the task.,2026-05-05T16:26:43.015128+00:00,v1
true,,low_task_completion,"task_completion,agent_sequence_correct,generalized_result_verification,clarity_and_justification",4,auto_only,0.1667,False,0.6,False,True,False,False,False,True,core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_YS_post175_15x5_exp2_cell_YS_pe_self_ask_mcp_baseline,core16_extension,Y,plan_execute,baseline,openai/Llama-3.1-8B-Instruct,watsonx/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,SGT-024,data/scenarios/fmsr_06_severity_filtered_failure_review.json,5,benchmarks/cell_Y_plan_execute/raw/core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_YS_post175_15x5_exp2_cell_YS_pe_self_ask_mcp_baseline/2026-05-05_Y_llama-3-1-8b-instruct_plan_execute_baseline_fmsr_06_severity_filtered_failure_review_run05.json,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/3yad2sto,Re-evaluate the task requirements and adjust the agent's plan to directly address the task without unnecessary steps.,2026-05-05T16:26:44.411050+00:00,v1
true,,low_data_retrieval_accuracy,"data_retrieval_accuracy,agent_sequence_correct,generalized_result_verification",3,auto_only,0.3333,False,0.6,True,False,False,True,False,True,core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_YS_post175_15x5_exp2_cell_YS_pe_self_ask_mcp_baseline,core16_extension,Y,plan_execute,baseline,openai/Llama-3.1-8B-Instruct,watsonx/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,SGT-028,data/scenarios/wo_06_planned_outage_downtime_estimate.json,1,benchmarks/cell_Y_plan_execute/raw/core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_YS_post175_15x5_exp2_cell_YS_pe_self_ask_mcp_baseline/2026-05-05_Y_llama-3-1-8b-instruct_plan_execute_baseline_wo_06_planned_outage_downtime_estimate_run01.json,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/3yad2sto,"Improve data retrieval and processing for steps 3 and 5, and review the agent sequence for logical consistency and dependency management.",2026-05-05T16:27:47.381057+00:00,v1
true,,low_data_retrieval_accuracy,"data_retrieval_accuracy,agent_sequence_correct,generalized_result_verification",3,auto_only,0.3333,False,0.6,True,False,False,True,False,True,core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_YS_post175_15x5_exp2_cell_YS_pe_self_ask_mcp_baseline,core16_extension,Y,plan_execute,baseline,openai/Llama-3.1-8B-Instruct,watsonx/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,SGT-028,data/scenarios/wo_06_planned_outage_downtime_estimate.json,2,benchmarks/cell_Y_plan_execute/raw/core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_YS_post175_15x5_exp2_cell_YS_pe_self_ask_mcp_baseline/2026-05-05_Y_llama-3-1-8b-instruct_plan_execute_baseline_wo_06_planned_outage_downtime_estimate_run02.json,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/3yad2sto,"Improve data retrieval and processing for steps 3 and 5, and verify the agent's sequence logic.",2026-05-05T16:27:48.617070+00:00,v1
true,,low_data_retrieval_accuracy,"data_retrieval_accuracy,agent_sequence_correct",2,auto_only,0.5,False,0.6,True,False,False,True,True,True,core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_YS_post175_15x5_exp2_cell_YS_pe_self_ask_mcp_baseline,core16_extension,Y,plan_execute,baseline,openai/Llama-3.1-8B-Instruct,watsonx/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,SGT-028,data/scenarios/wo_06_planned_outage_downtime_estimate.json,3,benchmarks/cell_Y_plan_execute/raw/core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_YS_post175_15x5_exp2_cell_YS_pe_self_ask_mcp_baseline/2026-05-05_Y_llama-3-1-8b-instruct_plan_execute_baseline_wo_06_planned_outage_downtime_estimate_run03.json,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/3yad2sto,Improve data retrieval accuracy by checking tool responses for empty or incorrect data.,2026-05-05T16:27:49.831145+00:00,v1
true,,low_data_retrieval_accuracy,"data_retrieval_accuracy,agent_sequence_correct,generalized_result_verification",3,auto_only,0.3333,False,0.6,True,False,False,True,False,True,core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_YS_post175_15x5_exp2_cell_YS_pe_self_ask_mcp_baseline,core16_extension,Y,plan_execute,baseline,openai/Llama-3.1-8B-Instruct,watsonx/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,SGT-028,data/scenarios/wo_06_planned_outage_downtime_estimate.json,4,benchmarks/cell_Y_plan_execute/raw/core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_YS_post175_15x5_exp2_cell_YS_pe_self_ask_mcp_baseline/2026-05-05_Y_llama-3-1-8b-instruct_plan_execute_baseline_wo_06_planned_outage_downtime_estimate_run04.json,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/3yad2sto,"Improve data retrieval and processing for steps 3 and 5, and review the sequence of operations for logical consistency.",2026-05-05T16:27:50.876428+00:00,v1
true,,low_data_retrieval_accuracy,"data_retrieval_accuracy,agent_sequence_correct,generalized_result_verification",3,auto_only,0.3333,False,0.6,True,False,False,True,False,True,core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_YS_post175_15x5_exp2_cell_YS_pe_self_ask_mcp_baseline,core16_extension,Y,plan_execute,baseline,openai/Llama-3.1-8B-Instruct,watsonx/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,SGT-028,data/scenarios/wo_06_planned_outage_downtime_estimate.json,5,benchmarks/cell_Y_plan_execute/raw/core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_YS_post175_15x5_exp2_cell_YS_pe_self_ask_mcp_baseline/2026-05-05_Y_llama-3-1-8b-instruct_plan_execute_baseline_wo_06_planned_outage_downtime_estimate_run05.json,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/3yad2sto,"Improve data retrieval and processing for steps 3 and 5, and ensure logical flow between steps.",2026-05-05T16:27:52.027312+00:00,v1
true,,low_data_retrieval_accuracy,"data_retrieval_accuracy,generalized_result_verification",2,auto_only,0.5,False,0.6,True,False,True,True,False,True,core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_Y_post175_15x5_exp2_cell_Y_pe_mcp_baseline,core16_extension,Y,plan_execute,baseline,openai/Llama-3.1-8B-Instruct,watsonx/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,AOB-FMSR-001,data/scenarios/aob_fmsr_01_list_failure_modes.json,1,benchmarks/cell_Y_plan_execute/raw/core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_Y_post175_15x5_exp2_cell_Y_pe_mcp_baseline/2026-05-05_Y_llama-3-1-8b-instruct_plan_execute_baseline_aob_fmsr_01_list_failure_modes_run01.json,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/uwp6b6sa,Improve data retrieval accuracy and verify results against the original dataset,2026-05-05T10:07:44.155256+00:00,v1
true,,low_data_retrieval_accuracy,"data_retrieval_accuracy,generalized_result_verification",2,auto_only,0.5,False,0.6,True,False,True,True,False,True,core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_Y_post175_15x5_exp2_cell_Y_pe_mcp_baseline,core16_extension,Y,plan_execute,baseline,openai/Llama-3.1-8B-Instruct,watsonx/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,AOB-FMSR-001,data/scenarios/aob_fmsr_01_list_failure_modes.json,2,benchmarks/cell_Y_plan_execute/raw/core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_Y_post175_15x5_exp2_cell_Y_pe_mcp_baseline/2026-05-05_Y_llama-3-1-8b-instruct_plan_execute_baseline_aob_fmsr_01_list_failure_modes_run02.json,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/uwp6b6sa,Improve data retrieval accuracy by ensuring the agent's output matches the original dataset without introducing discrepancies.,2026-05-05T10:07:48.020192+00:00,v1
true,,low_data_retrieval_accuracy,"data_retrieval_accuracy,generalized_result_verification",2,auto_only,0.5,False,0.6,True,False,True,True,False,True,core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_Y_post175_15x5_exp2_cell_Y_pe_mcp_baseline,core16_extension,Y,plan_execute,baseline,openai/Llama-3.1-8B-Instruct,watsonx/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,AOB-FMSR-001,data/scenarios/aob_fmsr_01_list_failure_modes.json,3,benchmarks/cell_Y_plan_execute/raw/core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_Y_post175_15x5_exp2_cell_Y_pe_mcp_baseline/2026-05-05_Y_llama-3-1-8b-instruct_plan_execute_baseline_aob_fmsr_01_list_failure_modes_run03.json,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/uwp6b6sa,Improve data retrieval accuracy by ensuring the agent's output matches the original dataset without introducing discrepancies.,2026-05-05T10:07:49.059309+00:00,v1
true,,low_data_retrieval_accuracy,"data_retrieval_accuracy,generalized_result_verification",2,auto_only,0.5,False,0.6,True,False,True,True,False,True,core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_Y_post175_15x5_exp2_cell_Y_pe_mcp_baseline,core16_extension,Y,plan_execute,baseline,openai/Llama-3.1-8B-Instruct,watsonx/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,AOB-FMSR-001,data/scenarios/aob_fmsr_01_list_failure_modes.json,4,benchmarks/cell_Y_plan_execute/raw/core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_Y_post175_15x5_exp2_cell_Y_pe_mcp_baseline/2026-05-05_Y_llama-3-1-8b-instruct_plan_execute_baseline_aob_fmsr_01_list_failure_modes_run04.json,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/uwp6b6sa,Improve data retrieval accuracy and verify results against original data to reduce hallucinations.,2026-05-05T10:07:50.309084+00:00,v1
true,,low_data_retrieval_accuracy,"data_retrieval_accuracy,generalized_result_verification",2,auto_only,0.5,False,0.6,True,False,True,True,False,True,core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_Y_post175_15x5_exp2_cell_Y_pe_mcp_baseline,core16_extension,Y,plan_execute,baseline,openai/Llama-3.1-8B-Instruct,watsonx/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,AOB-FMSR-001,data/scenarios/aob_fmsr_01_list_failure_modes.json,5,benchmarks/cell_Y_plan_execute/raw/core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_Y_post175_15x5_exp2_cell_Y_pe_mcp_baseline/2026-05-05_Y_llama-3-1-8b-instruct_plan_execute_baseline_aob_fmsr_01_list_failure_modes_run05.json,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/uwp6b6sa,Improve data retrieval accuracy and verify results against original data.,2026-05-05T10:07:51.634581+00:00,v1
true,,low_task_completion,"task_completion,data_retrieval_accuracy,agent_sequence_correct,generalized_result_verification,clarity_and_justification",5,auto_only,0.0,False,0.6,False,False,False,False,False,True,core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_Y_post175_15x5_exp2_cell_Y_pe_mcp_baseline,core16_extension,Y,plan_execute,baseline,openai/Llama-3.1-8B-Instruct,watsonx/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,SGT-002,data/scenarios/iot_02_voltage_imbalance_check.json,2,benchmarks/cell_Y_plan_execute/raw/core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_Y_post175_15x5_exp2_cell_Y_pe_mcp_baseline/2026-05-05_Y_llama-3-1-8b-instruct_plan_execute_baseline_iot_02_voltage_imbalance_check_run02.json,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/uwp6b6sa,"The agent should correctly identify and retrieve both HV and LV voltage telemetry, compute the mean for both, and check for deviations. It should also provide specific details about the peak imbalance and when it occurred.",2026-05-05T10:08:18.441769+00:00,v1
true,,low_task_completion,"task_completion,data_retrieval_accuracy,agent_sequence_correct,generalized_result_verification,clarity_and_justification",5,auto_only,0.0,False,0.6,False,False,False,False,False,True,core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_Y_post175_15x5_exp2_cell_Y_pe_mcp_baseline,core16_extension,Y,plan_execute,baseline,openai/Llama-3.1-8B-Instruct,watsonx/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,SGT-002,data/scenarios/iot_02_voltage_imbalance_check.json,3,benchmarks/cell_Y_plan_execute/raw/core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_Y_post175_15x5_exp2_cell_Y_pe_mcp_baseline/2026-05-05_Y_llama-3-1-8b-instruct_plan_execute_baseline_iot_02_voltage_imbalance_check_run03.json,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/uwp6b6sa,"The agent should correctly identify and retrieve both HV and LV voltage telemetry, compute the mean for both, and check for deviations. It should also provide a clear timestamp for when the peak imbalance occurred.",2026-05-05T10:08:19.828969+00:00,v1
true,,low_task_completion,"task_completion,data_retrieval_accuracy,agent_sequence_correct,generalized_result_verification,clarity_and_justification",5,auto_only,0.0,False,0.6,False,False,False,False,False,True,core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_Y_post175_15x5_exp2_cell_Y_pe_mcp_baseline,core16_extension,Y,plan_execute,baseline,openai/Llama-3.1-8B-Instruct,watsonx/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,SGT-002,data/scenarios/iot_02_voltage_imbalance_check.json,4,benchmarks/cell_Y_plan_execute/raw/core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_Y_post175_15x5_exp2_cell_Y_pe_mcp_baseline/2026-05-05_Y_llama-3-1-8b-instruct_plan_execute_baseline_iot_02_voltage_imbalance_check_run04.json,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/uwp6b6sa,"The agent should correctly retrieve and analyze both HV and LV voltage telemetry data for the specified time window, compute the mean and deviation for both signals, and provide a clear statement on whether either signal deviated more than 3% from its mean, including the timestamp of the peak deviation.",2026-05-05T10:08:21.203262+00:00,v1
true,,low_task_completion,"task_completion,data_retrieval_accuracy,agent_sequence_correct,generalized_result_verification,clarity_and_justification",5,auto_only,0.0,False,0.6,False,False,False,False,False,True,core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_Y_post175_15x5_exp2_cell_Y_pe_mcp_baseline,core16_extension,Y,plan_execute,baseline,openai/Llama-3.1-8B-Instruct,watsonx/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,SGT-002,data/scenarios/iot_02_voltage_imbalance_check.json,5,benchmarks/cell_Y_plan_execute/raw/core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_Y_post175_15x5_exp2_cell_Y_pe_mcp_baseline/2026-05-05_Y_llama-3-1-8b-instruct_plan_execute_baseline_iot_02_voltage_imbalance_check_run05.json,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/uwp6b6sa,"The agent should correctly retrieve and analyze both HV and LV voltage telemetry, compute the mean and deviation for both, and provide a clear statement on whether the deviation exceeded 3% along with the timestamp of peak imbalance.",2026-05-05T10:08:22.880159+00:00,v1
true,,low_generalized_result_verification,"generalized_result_verification,clarity_and_justification",2,auto_only,0.5,False,0.6,True,True,True,False,False,True,core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_Y_post175_15x5_exp2_cell_Y_pe_mcp_baseline,core16_extension,Y,plan_execute,baseline,openai/Llama-3.1-8B-Instruct,watsonx/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,SGT-004,data/scenarios/fmsr_02_hydrogen_spike_root_cause.json,1,benchmarks/cell_Y_plan_execute/raw/core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_Y_post175_15x5_exp2_cell_Y_pe_mcp_baseline/2026-05-05_Y_llama-3-1-8b-instruct_plan_execute_baseline_fmsr_02_hydrogen_spike_root_cause_run01.json,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/uwp6b6sa,Improve justification for root cause and confirmatory measurement,2026-05-05T10:07:52.683638+00:00,v1
true,,low_generalized_result_verification,"generalized_result_verification,clarity_and_justification",2,auto_only,0.5,False,0.6,True,True,True,False,False,True,core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_Y_post175_15x5_exp2_cell_Y_pe_mcp_baseline,core16_extension,Y,plan_execute,baseline,openai/Llama-3.1-8B-Instruct,watsonx/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,SGT-004,data/scenarios/fmsr_02_hydrogen_spike_root_cause.json,2,benchmarks/cell_Y_plan_execute/raw/core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_Y_post175_15x5_exp2_cell_Y_pe_mcp_baseline/2026-05-05_Y_llama-3-1-8b-instruct_plan_execute_baseline_fmsr_02_hydrogen_spike_root_cause_run02.json,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/uwp6b6sa,Improve the search_failure_modes tool to return relevant results and enhance justification for the final answer.,2026-05-05T10:07:53.966743+00:00,v1
true,,low_generalized_result_verification,"generalized_result_verification,clarity_and_justification",2,auto_only,0.5,False,0.6,True,True,True,False,False,True,core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_Y_post175_15x5_exp2_cell_Y_pe_mcp_baseline,core16_extension,Y,plan_execute,baseline,openai/Llama-3.1-8B-Instruct,watsonx/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,SGT-004,data/scenarios/fmsr_02_hydrogen_spike_root_cause.json,3,benchmarks/cell_Y_plan_execute/raw/core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_Y_post175_15x5_exp2_cell_Y_pe_mcp_baseline/2026-05-05_Y_llama-3-1-8b-instruct_plan_execute_baseline_fmsr_02_hydrogen_spike_root_cause_run03.json,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/uwp6b6sa,Improve justification for root cause and confirmatory measurement,2026-05-05T10:07:55.473473+00:00,v1
true,,low_generalized_result_verification,"generalized_result_verification,clarity_and_justification",2,auto_only,0.5,False,0.6,True,True,True,False,False,True,core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_Y_post175_15x5_exp2_cell_Y_pe_mcp_baseline,core16_extension,Y,plan_execute,baseline,openai/Llama-3.1-8B-Instruct,watsonx/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,SGT-004,data/scenarios/fmsr_02_hydrogen_spike_root_cause.json,5,benchmarks/cell_Y_plan_execute/raw/core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_Y_post175_15x5_exp2_cell_Y_pe_mcp_baseline/2026-05-05_Y_llama-3-1-8b-instruct_plan_execute_baseline_fmsr_02_hydrogen_spike_root_cause_run05.json,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/uwp6b6sa,Improve justification for root cause and confirmatory measurement,2026-05-05T10:07:57.777051+00:00,v1
true,,low_task_completion,"task_completion,agent_sequence_correct,generalized_result_verification,clarity_and_justification",4,auto_only,0.1667,False,0.6,False,True,False,False,False,True,core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_Y_post175_15x5_exp2_cell_Y_pe_mcp_baseline,core16_extension,Y,plan_execute,baseline,openai/Llama-3.1-8B-Instruct,watsonx/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,SGT-008,data/scenarios/wo_02_corrective_order_after_fault.json,1,benchmarks/cell_Y_plan_execute/raw/core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_Y_post175_15x5_exp2_cell_Y_pe_mcp_baseline/2026-05-05_Y_llama-3-1-8b-instruct_plan_execute_baseline_wo_02_corrective_order_after_fault_run01.json,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/uwp6b6sa,Implement a valid priority level for the work order and ensure the safety risk level is properly determined and used to justify the priority.,2026-05-05T10:09:05.707636+00:00,v1
true,,low_task_completion,"task_completion,agent_sequence_correct,generalized_result_verification,clarity_and_justification",4,auto_only,0.1667,False,0.6,False,True,False,False,False,True,core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_Y_post175_15x5_exp2_cell_Y_pe_mcp_baseline,core16_extension,Y,plan_execute,baseline,openai/Llama-3.1-8B-Instruct,watsonx/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,SGT-008,data/scenarios/wo_02_corrective_order_after_fault.json,2,benchmarks/cell_Y_plan_execute/raw/core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_Y_post175_15x5_exp2_cell_Y_pe_mcp_baseline/2026-05-05_Y_llama-3-1-8b-instruct_plan_execute_baseline_wo_02_corrective_order_after_fault_run02.json,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/uwp6b6sa,Implement a valid priority mapping and ensure safety risk level is properly determined and used.,2026-05-05T10:09:07.056735+00:00,v1
true,,low_task_completion,"task_completion,agent_sequence_correct,generalized_result_verification,clarity_and_justification",4,auto_only,0.1667,False,0.6,False,True,False,False,False,True,core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_Y_post175_15x5_exp2_cell_Y_pe_mcp_baseline,core16_extension,Y,plan_execute,baseline,openai/Llama-3.1-8B-Instruct,watsonx/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,SGT-008,data/scenarios/wo_02_corrective_order_after_fault.json,3,benchmarks/cell_Y_plan_execute/raw/core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_Y_post175_15x5_exp2_cell_Y_pe_mcp_baseline/2026-05-05_Y_llama-3-1-8b-instruct_plan_execute_baseline_wo_02_corrective_order_after_fault_run03.json,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/uwp6b6sa,Implement a valid priority mapping and ensure safety risk level is properly determined and used.,2026-05-05T10:09:08.218205+00:00,v1
true,,low_task_completion,"task_completion,agent_sequence_correct,generalized_result_verification,clarity_and_justification",4,auto_only,0.1667,False,0.6,False,True,False,False,False,True,core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_Y_post175_15x5_exp2_cell_Y_pe_mcp_baseline,core16_extension,Y,plan_execute,baseline,openai/Llama-3.1-8B-Instruct,watsonx/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,SGT-008,data/scenarios/wo_02_corrective_order_after_fault.json,4,benchmarks/cell_Y_plan_execute/raw/core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_Y_post175_15x5_exp2_cell_Y_pe_mcp_baseline/2026-05-05_Y_llama-3-1-8b-instruct_plan_execute_baseline_wo_02_corrective_order_after_fault_run04.json,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/uwp6b6sa,Implement a valid priority mapping and ensure the safety risk level is correctly determined and used to justify the work order priority.,2026-05-05T10:09:09.439047+00:00,v1
true,,low_task_completion,"task_completion,agent_sequence_correct,generalized_result_verification,clarity_and_justification",4,auto_only,0.1667,False,0.6,False,True,False,False,False,True,core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_Y_post175_15x5_exp2_cell_Y_pe_mcp_baseline,core16_extension,Y,plan_execute,baseline,openai/Llama-3.1-8B-Instruct,watsonx/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,SGT-008,data/scenarios/wo_02_corrective_order_after_fault.json,5,benchmarks/cell_Y_plan_execute/raw/core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_Y_post175_15x5_exp2_cell_Y_pe_mcp_baseline/2026-05-05_Y_llama-3-1-8b-instruct_plan_execute_baseline_wo_02_corrective_order_after_fault_run05.json,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/uwp6b6sa,Implement a valid priority level for work orders and ensure the safety risk level is properly determined and used to justify the priority level.,2026-05-05T10:09:10.666902+00:00,v1
true,,low_task_completion,"task_completion,data_retrieval_accuracy,agent_sequence_correct,generalized_result_verification",4,auto_only,0.1667,False,0.6,False,False,False,True,False,True,core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_Y_post175_15x5_exp2_cell_Y_pe_mcp_baseline,core16_extension,Y,plan_execute,baseline,openai/Llama-3.1-8B-Instruct,watsonx/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,SGT-011,data/scenarios/iot_03_fleet_health_overview.json,1,benchmarks/cell_Y_plan_execute/raw/core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_Y_post175_15x5_exp2_cell_Y_pe_mcp_baseline/2026-05-05_Y_llama-3-1-8b-instruct_plan_execute_baseline_iot_03_fleet_health_overview_run01.json,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/uwp6b6sa,Improve error handling and input validation for tool calls,2026-05-05T10:08:24.391042+00:00,v1
true,,low_task_completion,"task_completion,data_retrieval_accuracy,agent_sequence_correct,generalized_result_verification",4,auto_only,0.1667,False,0.6,False,False,False,True,False,True,core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_Y_post175_15x5_exp2_cell_Y_pe_mcp_baseline,core16_extension,Y,plan_execute,baseline,openai/Llama-3.1-8B-Instruct,watsonx/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,SGT-011,data/scenarios/iot_03_fleet_health_overview.json,2,benchmarks/cell_Y_plan_execute/raw/core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_Y_post175_15x5_exp2_cell_Y_pe_mcp_baseline/2026-05-05_Y_llama-3-1-8b-instruct_plan_execute_baseline_iot_03_fleet_health_overview_run02.json,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/uwp6b6sa,Improve error handling and input validation for tool calls,2026-05-05T10:08:25.371962+00:00,v1
