benchmark_run_dir,run_name,benchmark_cell_dir,experiment_cell,orchestration_mode,mcp_mode,model_id,git_sha,registry_status,include_in_paper,registry_reason,run_status,started_at,finished_at,total_runs,pass,fail,has_wandb,wandb_run_id,wandb_run_url,has_profiling,profiling_dir,profiling_artifact,has_profiling_summary,profiling_gpu_util_mean,profiling_gpu_util_max,profiling_gpu_mem_used_mib_mean,profiling_gpu_mem_used_mib_max,profiling_power_draw_w_mean,profiling_power_draw_w_max,profiling_nvidia_smi_samples,notes
benchmarks/cell_Y_plan_execute/raw/mitigation15x5_4tier_post175_a100_ixqt_west3_20260505T0845Z_YS_ADJ_post175_15x5_mitigation_adjudication_pe_self_ask,mitigation15x5_4tier_post175_a100_ixqt_west3_20260505T0845Z_YS_ADJ_post175_15x5_mitigation_adjudication_pe_self_ask,cell_Y_plan_execute,Y,plan_execute,baseline,openai/Llama-3.1-8B-Instruct,1913c6e4703425f735d8cb8297cb890ba66bbeff,paper_grade,true,"post-PR175 clean-floor evidence with expected raw JSON, latency, and judge counts",partial,2026-05-05T13:24:20.769797+00:00,2026-05-05T14:06:27.410972+00:00,75,65,10,true,1x5zbu3z,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/1x5zbu3z,false,,,false,,,,,,,,wandb only
benchmarks/cell_Y_plan_execute/raw/mitigation15x5_4tier_post175_a100_ixqt_west3_20260505T0845Z_YS_BASELINE_post175_15x5_mitigation_baseline_pe_self_ask,mitigation15x5_4tier_post175_a100_ixqt_west3_20260505T0845Z_YS_BASELINE_post175_15x5_mitigation_baseline_pe_self_ask,cell_Y_plan_execute,Y,plan_execute,baseline,openai/Llama-3.1-8B-Instruct,1913c6e4703425f735d8cb8297cb890ba66bbeff,paper_grade,true,"post-PR175 clean-floor evidence with expected raw JSON, latency, and judge counts",partial,2026-05-05T08:45:05.968384+00:00,2026-05-05T09:25:34.137074+00:00,75,60,15,true,var2trf7,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/var2trf7,false,,,false,,,,,,,,wandb only
benchmarks/cell_Y_plan_execute/raw/mitigation15x5_4tier_post175_a100_ixqt_west3_20260505T0845Z_YS_GUARD_post175_15x5_mitigation_guard_pe_self_ask,mitigation15x5_4tier_post175_a100_ixqt_west3_20260505T0845Z_YS_GUARD_post175_15x5_mitigation_guard_pe_self_ask,cell_Y_plan_execute,Y,plan_execute,baseline,openai/Llama-3.1-8B-Instruct,1913c6e4703425f735d8cb8297cb890ba66bbeff,paper_grade,true,"post-PR175 clean-floor evidence with expected raw JSON, latency, and judge counts",partial,2026-05-05T10:18:15.860680+00:00,2026-05-05T10:58:35.903535+00:00,75,40,35,true,ib2jp24a,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/ib2jp24a,false,,,false,,,,,,,,wandb only
benchmarks/cell_Y_plan_execute/raw/mitigation15x5_4tier_post175_a100_ixqt_west3_20260505T0845Z_YS_REPAIR_post175_15x5_mitigation_repair_pe_self_ask,mitigation15x5_4tier_post175_a100_ixqt_west3_20260505T0845Z_YS_REPAIR_post175_15x5_mitigation_repair_pe_self_ask,cell_Y_plan_execute,Y,plan_execute,baseline,openai/Llama-3.1-8B-Instruct,1913c6e4703425f735d8cb8297cb890ba66bbeff,paper_grade,true,"post-PR175 clean-floor evidence with expected raw JSON, latency, and judge counts",partial,2026-05-05T11:51:12.167928+00:00,2026-05-05T12:32:49.558910+00:00,75,65,10,true,twc6jkwr,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/twc6jkwr,false,,,false,,,,,,,,wandb only
benchmarks/cell_Y_plan_execute/raw/mitigation_final6_4tier_a100_20260503T121709Z_YS_ADJ_final6_mitigation_fault_risk_adjudication_pe_self_ask,mitigation_final6_4tier_a100_20260503T121709Z_YS_ADJ_final6_mitigation_fault_risk_adjudication_pe_self_ask,cell_Y_plan_execute,Y,plan_execute,baseline,openai/Llama-3.1-8B-Instruct,e5e1331b99c22824949aa8e88a6bbe56b1ff8520,diagnostic,false,pre-PR173/final-six mitigation diagnostic cohort; not claim-grade after later runner and corpus fixes,partial,2026-05-03T14:40:13.404421+00:00,2026-05-03T15:00:30.606055+00:00,30,15,15,true,7sjha0b2,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/7sjha0b2,false,,,false,,,,,,,,wandb only
benchmarks/cell_Y_plan_execute/raw/mitigation_final6_4tier_a100_20260503T121709Z_YS_BASELINE_final6_mitigation_baseline_pe_self_ask,mitigation_final6_4tier_a100_20260503T121709Z_YS_BASELINE_final6_mitigation_baseline_pe_self_ask,cell_Y_plan_execute,Y,plan_execute,baseline,openai/Llama-3.1-8B-Instruct,e5e1331b99c22824949aa8e88a6bbe56b1ff8520,diagnostic,false,pre-PR173/final-six mitigation diagnostic cohort; not claim-grade after later runner and corpus fixes,partial,2026-05-03T12:17:11.414772+00:00,2026-05-03T12:37:13.858762+00:00,30,20,10,true,a5bite1u,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/a5bite1u,false,,,false,,,,,,,,wandb only
benchmarks/cell_Y_plan_execute/raw/mitigation_final6_4tier_a100_20260503T121709Z_YS_GUARD_final6_mitigation_missing_evidence_guard_pe_self_ask,mitigation_final6_4tier_a100_20260503T121709Z_YS_GUARD_final6_mitigation_missing_evidence_guard_pe_self_ask,cell_Y_plan_execute,Y,plan_execute,baseline,openai/Llama-3.1-8B-Instruct,e5e1331b99c22824949aa8e88a6bbe56b1ff8520,diagnostic,false,pre-PR173/final-six mitigation diagnostic cohort; not claim-grade after later runner and corpus fixes,partial,2026-05-03T13:04:53.852570+00:00,2026-05-03T13:24:59.486874+00:00,30,15,15,true,5yw4qk0y,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/5yw4qk0y,false,,,false,,,,,,,,wandb only
benchmarks/cell_Y_plan_execute/raw/mitigation_final6_4tier_a100_20260503T121709Z_YS_REPAIR_final6_mitigation_missing_evidence_repair_pe_self_ask,mitigation_final6_4tier_a100_20260503T121709Z_YS_REPAIR_final6_mitigation_missing_evidence_repair_pe_self_ask,cell_Y_plan_execute,Y,plan_execute,baseline,openai/Llama-3.1-8B-Instruct,e5e1331b99c22824949aa8e88a6bbe56b1ff8520,diagnostic,false,pre-PR173/final-six mitigation diagnostic cohort; not claim-grade after later runner and corpus fixes,partial,2026-05-03T13:52:34.820072+00:00,2026-05-03T14:13:24.537704+00:00,30,20,10,true,23w0nu0x,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/23w0nu0x,false,,,false,,,,,,,,wandb only
benchmarks/cell_Y_plan_execute/raw/mitigation_final6_5x6_4tier_post180_a100_ixqt_west3_20260504T2015Z_YS_ADJ_final6_mitigation_fault_risk_adjudication_pe_self_ask,mitigation_final6_5x6_4tier_post180_a100_ixqt_west3_20260504T2015Z_YS_ADJ_final6_mitigation_fault_risk_adjudication_pe_self_ask,cell_Y_plan_execute,Y,plan_execute,baseline,openai/Llama-3.1-8B-Instruct,97169f0d51ffea200c78e35d6ec47366124d88ae,superseded,false,post-PR180 scored cohort retained for provenance; superseded by post-PR175 clean-floor runs after PR #175 merged over PR #180,partial,2026-05-04T22:33:56.001153+00:00,2026-05-04T22:54:21.958533+00:00,30,25,5,false,,,false,,,false,,,,,,,,
benchmarks/cell_Y_plan_execute/raw/mitigation_final6_5x6_4tier_post180_a100_ixqt_west3_20260504T2015Z_YS_BASELINE_final6_mitigation_baseline_pe_self_ask,mitigation_final6_5x6_4tier_post180_a100_ixqt_west3_20260504T2015Z_YS_BASELINE_final6_mitigation_baseline_pe_self_ask,cell_Y_plan_execute,Y,plan_execute,baseline,openai/Llama-3.1-8B-Instruct,97169f0d51ffea200c78e35d6ec47366124d88ae,superseded,false,post-PR180 scored cohort retained for provenance; superseded by post-PR175 clean-floor runs after PR #175 merged over PR #180,partial,2026-05-04T20:13:21.656499+00:00,2026-05-04T20:32:49.709837+00:00,30,20,10,false,,,false,,,false,,,,,,,,
benchmarks/cell_Y_plan_execute/raw/mitigation_final6_5x6_4tier_post180_a100_ixqt_west3_20260504T2015Z_YS_GUARD_final6_mitigation_missing_evidence_guard_pe_self_ask,mitigation_final6_5x6_4tier_post180_a100_ixqt_west3_20260504T2015Z_YS_GUARD_final6_mitigation_missing_evidence_guard_pe_self_ask,cell_Y_plan_execute,Y,plan_execute,baseline,openai/Llama-3.1-8B-Instruct,97169f0d51ffea200c78e35d6ec47366124d88ae,superseded,false,post-PR180 scored cohort retained for provenance; superseded by post-PR175 clean-floor runs after PR #175 merged over PR #180,partial,2026-05-04T21:00:15.540704+00:00,2026-05-04T21:19:47.075451+00:00,30,15,15,false,,,false,,,false,,,,,,,,
benchmarks/cell_Y_plan_execute/raw/mitigation_final6_5x6_4tier_post180_a100_ixqt_west3_20260504T2015Z_YS_REPAIR_final6_mitigation_missing_evidence_repair_pe_self_ask,mitigation_final6_5x6_4tier_post180_a100_ixqt_west3_20260504T2015Z_YS_REPAIR_final6_mitigation_missing_evidence_repair_pe_self_ask,cell_Y_plan_execute,Y,plan_execute,baseline,openai/Llama-3.1-8B-Instruct,97169f0d51ffea200c78e35d6ec47366124d88ae,superseded,false,post-PR180 scored cohort retained for provenance; superseded by post-PR175 clean-floor runs after PR #175 merged over PR #180,partial,2026-05-04T21:47:12.496768+00:00,2026-05-04T22:07:28.322111+00:00,30,25,5,false,,,false,,,false,,,,,,,,
benchmarks/cell_Y16/raw/context_y_pe_post180_a100_ixqt_west3_20260505T0012Z_Y16_exp2_cell_Y_pe_mcp_baseline_16384,context_y_pe_post180_a100_ixqt_west3_20260505T0012Z_Y16_exp2_cell_Y_pe_mcp_baseline_16384,cell_Y16,Y16,plan_execute,baseline,openai/Llama-3.1-8B-Instruct,97169f0d51ffea200c78e35d6ec47366124d88ae,superseded,false,post-PR180 scored cohort retained for provenance; superseded by post-PR175 clean-floor runs after PR #175 merged over PR #180,success,2026-05-05T00:29:00.941364+00:00,2026-05-05T00:37:01.629817+00:00,12,12,0,false,,,false,,,false,,,,,,,,
benchmarks/cell_Y70B/raw/final15x3_70b_watsonx_post175_cpu_cu_a_yys_envrepair_20260505T0820Z_Y70B_post175_70b_exp2_cell_Y_pe_mcp_baseline_watsonx,final15x3_70b_watsonx_post175_cpu_cu_a_yys_envrepair_20260505T0820Z_Y70B_post175_70b_exp2_cell_Y_pe_mcp_baseline_watsonx,cell_Y70B,Y70B,plan_execute,baseline,watsonx/meta-llama/llama-3-3-70b-instruct,1913c6e4703425f735d8cb8297cb890ba66bbeff,paper_grade,true,"post-PR175 clean-floor evidence with expected raw JSON, latency, and judge counts",partial,2026-05-05T08:18:32.099692+00:00,2026-05-05T09:03:23.214227+00:00,45,33,12,false,,,false,,,false,,,,,,,,
benchmarks/cell_Y70B/raw/final6x3_70b_watsonx_post180_envfix_cpu_ixqt_20260504T2115Z_Y70B_final6x3_70b_exp2_cell_Y_pe_mcp_baseline_watsonx,final6x3_70b_watsonx_post180_envfix_cpu_ixqt_20260504T2115Z_Y70B_final6x3_70b_exp2_cell_Y_pe_mcp_baseline_watsonx,cell_Y70B,Y70B,plan_execute,baseline,watsonx/meta-llama/llama-3-3-70b-instruct,97169f0d51ffea200c78e35d6ec47366124d88ae,superseded,false,post-PR180 scored cohort retained for provenance; superseded by post-PR175 clean-floor runs after PR #175 merged over PR #180,partial,2026-05-04T21:39:39.537758+00:00,2026-05-04T21:52:34.830774+00:00,18,14,4,false,,,false,,,false,,,,,,,,
benchmarks/cell_Y70B/raw/topup15x2_70b_watsonx_post175_cpu_cu_a_yys_20260505T1010Z_Y70B_post175_70b_exp2_cell_Y_pe_mcp_baseline_watsonx,topup15x2_70b_watsonx_post175_cpu_cu_a_yys_20260505T1010Z_Y70B_post175_70b_exp2_cell_Y_pe_mcp_baseline_watsonx,cell_Y70B,Y70B,plan_execute,baseline,watsonx/meta-llama/llama-3-3-70b-instruct,1913c6e4703425f735d8cb8297cb890ba66bbeff,paper_grade,true,"post-PR175 clean-floor evidence with expected raw JSON, latency, and judge counts",partial,2026-05-05T10:08:30.937033+00:00,2026-05-05T10:29:23.587169+00:00,30,22,8,false,,,false,,,false,,,,,,,,
benchmarks/cell_Y8/raw/context_y_pe_post180_a100_ixqt_west3_20260505T0012Z_Y8_exp2_cell_Y_pe_mcp_baseline_8192,context_y_pe_post180_a100_ixqt_west3_20260505T0012Z_Y8_exp2_cell_Y_pe_mcp_baseline_8192,cell_Y8,Y8,plan_execute,baseline,openai/Llama-3.1-8B-Instruct,97169f0d51ffea200c78e35d6ec47366124d88ae,superseded,false,post-PR180 scored cohort retained for provenance; superseded by post-PR175 clean-floor runs after PR #175 merged over PR #180,success,2026-05-05T00:12:10.957594+00:00,2026-05-05T00:20:11.454264+00:00,12,12,0,false,,,false,,,false,,,,,,,,
benchmarks/cell_Y_plan_execute/raw/8998341_exp2_cell_Y_pe_self_ask_mcp_baseline,8998341_exp2_cell_Y_pe_self_ask_mcp_baseline,cell_Y_plan_execute,YS,plan_execute,baseline,openai/Llama-3.1-8B-Instruct,,,,,success,2026-04-28T00:11:55.062432+00:00,2026-04-28T00:21:56.018077+00:00,6,6,0,true,8m7ydfkh,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/8m7ydfkh,true,profiling/traces/8998341_exp2_cell_Y_pe_self_ask_mcp_baseline_torch,profiling-8m7ydfkh,false,,,,,,,,profiling artifact linked; summary stats absent from meta.json
benchmarks/cell_YS16/raw/context_selfask_verified_post180_a100_ixqt_west4_20260505T0012Z_YS16_exp2_cell_Y_pe_self_ask_mcp_baseline_16384,context_selfask_verified_post180_a100_ixqt_west4_20260505T0012Z_YS16_exp2_cell_Y_pe_self_ask_mcp_baseline_16384,cell_YS16,YS16,plan_execute,baseline,openai/Llama-3.1-8B-Instruct,97169f0d51ffea200c78e35d6ec47366124d88ae,superseded,false,post-PR180 scored cohort retained for provenance; superseded by post-PR175 clean-floor runs after PR #175 merged over PR #180,success,2026-05-05T00:12:11.008770+00:00,2026-05-05T00:20:41.302394+00:00,12,12,0,false,,,false,,,false,,,,,,,,
benchmarks/cell_YS70B/raw/final15x3_70b_watsonx_post175_cpu_cu_a_yys_envrepair_20260505T0820Z_YS70B_post175_70b_exp2_cell_YS_pe_self_ask_mcp_baseline_watsonx,final15x3_70b_watsonx_post175_cpu_cu_a_yys_envrepair_20260505T0820Z_YS70B_post175_70b_exp2_cell_YS_pe_self_ask_mcp_baseline_watsonx,cell_YS70B,YS70B,plan_execute,baseline,watsonx/meta-llama/llama-3-3-70b-instruct,1913c6e4703425f735d8cb8297cb890ba66bbeff,paper_grade,true,"post-PR175 clean-floor evidence with expected raw JSON, latency, and judge counts",partial,2026-05-05T09:04:19.934656+00:00,2026-05-05T09:56:43.797864+00:00,45,36,9,false,,,false,,,false,,,,,,,,
benchmarks/cell_YS70B/raw/final6x3_70b_watsonx_post180_envfix_cpu_ixqt_20260504T2115Z_YS70B_final6x3_70b_exp2_cell_YS_pe_self_ask_mcp_baseline_watsonx,final6x3_70b_watsonx_post180_envfix_cpu_ixqt_20260504T2115Z_YS70B_final6x3_70b_exp2_cell_YS_pe_self_ask_mcp_baseline_watsonx,cell_YS70B,YS70B,plan_execute,baseline,watsonx/meta-llama/llama-3-3-70b-instruct,97169f0d51ffea200c78e35d6ec47366124d88ae,superseded,false,post-PR180 scored cohort retained for provenance; superseded by post-PR175 clean-floor runs after PR #175 merged over PR #180,partial,2026-05-04T21:52:35.058926+00:00,2026-05-04T22:10:55.222693+00:00,18,12,6,false,,,false,,,false,,,,,,,,
benchmarks/cell_YS70B/raw/topup15x2_70b_watsonx_post175_cpu_cu_a_yys_20260505T1010Z_YS70B_post175_70b_exp2_cell_YS_pe_self_ask_mcp_baseline_watsonx,topup15x2_70b_watsonx_post175_cpu_cu_a_yys_20260505T1010Z_YS70B_post175_70b_exp2_cell_YS_pe_self_ask_mcp_baseline_watsonx,cell_YS70B,YS70B,plan_execute,baseline,watsonx/meta-llama/llama-3-3-70b-instruct,1913c6e4703425f735d8cb8297cb890ba66bbeff,paper_grade,true,"post-PR175 clean-floor evidence with expected raw JSON, latency, and judge counts",partial,2026-05-05T10:30:05.962387+00:00,2026-05-05T10:52:57.145981+00:00,30,24,6,false,,,false,,,false,,,,,,,,
benchmarks/cell_Z_hybrid/raw/8998342_exp2_cell_Z_verified_pe_mcp_baseline,8998342_exp2_cell_Z_verified_pe_mcp_baseline,cell_Z_hybrid,Z,verified_pe,baseline,openai/Llama-3.1-8B-Instruct,,,,,success,2026-04-28T00:11:55.062819+00:00,2026-04-28T00:27:15.400509+00:00,6,6,0,true,x2rhhqb7,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/x2rhhqb7,true,profiling/traces/8998342_exp2_cell_Z_verified_pe_mcp_baseline_torch,profiling-x2rhhqb7,false,,,,,,,,profiling artifact linked; summary stats absent from meta.json
benchmarks/cell_Z_hybrid/raw/9125455_replicate_zs_a6000_2x3,9125455_replicate_zs_a6000_2x3,cell_Z_hybrid,Z,verified_pe,baseline,openai/Llama-3.1-8B-Instruct,,,,,success,2026-05-04T02:14:06.993190+00:00,2026-05-04T02:29:30.597282+00:00,6,6,0,true,903wuvk6,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/903wuvk6,false,,,false,,,,,,,,wandb only
benchmarks/cell_Z_hybrid/raw/9125461_replicate_z_a6000_2x3,9125461_replicate_z_a6000_2x3,cell_Z_hybrid,Z,verified_pe,baseline,openai/Llama-3.1-8B-Instruct,,,,,success,2026-05-04T02:53:35.596827+00:00,2026-05-04T03:11:42.569450+00:00,6,6,0,true,gwgstddd,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/gwgstddd,false,,,false,,,,,,,,wandb only
benchmarks/cell_Z_hybrid/raw/9125462_replicate_z_h100_2x3,9125462_replicate_z_h100_2x3,cell_Z_hybrid,Z,verified_pe,baseline,openai/Llama-3.1-8B-Instruct,,,,,success,2026-05-04T02:43:06.667561+00:00,2026-05-04T02:53:11.269482+00:00,6,6,0,true,xf93eglq,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/xf93eglq,false,,,false,,,,,,,,wandb only
benchmarks/cell_Z_hybrid/raw/9125463_replicate_zs_h100_2x3,9125463_replicate_zs_h100_2x3,cell_Z_hybrid,Z,verified_pe,baseline,openai/Llama-3.1-8B-Instruct,,,,,success,2026-05-04T02:53:50.265810+00:00,2026-05-04T03:01:44.789688+00:00,6,6,0,true,axv73cgn,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/axv73cgn,false,,,false,,,,,,,,wandb only
benchmarks/cell_Z_hybrid/raw/core15x5_post175_a100_ixqt_west3_20260505T0724Z_Z_post175_15x5_exp2_cell_Z_verified_pe_mcp_baseline,core15x5_post175_a100_ixqt_west3_20260505T0724Z_Z_post175_15x5_exp2_cell_Z_verified_pe_mcp_baseline,cell_Z_hybrid,Z,verified_pe,baseline,openai/Llama-3.1-8B-Instruct,1913c6e4703425f735d8cb8297cb890ba66bbeff,paper_grade,true,"post-PR175 clean-floor evidence with expected raw JSON, latency, and judge counts",partial,2026-05-05T07:20:00.465550+00:00,2026-05-05T08:11:44.351302+00:00,75,65,10,true,69cqsa7u,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/69cqsa7u,false,,,false,,,,,,,,wandb only
benchmarks/cell_Z_hybrid/raw/core15x5_post175_a100_ixqt_west4_20260505T0724Z_ZS_post175_15x5_exp2_cell_ZS_verified_pe_self_ask_mcp_baseline,core15x5_post175_a100_ixqt_west4_20260505T0724Z_ZS_post175_15x5_exp2_cell_ZS_verified_pe_self_ask_mcp_baseline,cell_Z_hybrid,Z,verified_pe,baseline,openai/Llama-3.1-8B-Instruct,1913c6e4703425f735d8cb8297cb890ba66bbeff,paper_grade,true,"post-PR175 clean-floor evidence with expected raw JSON, latency, and judge counts",partial,2026-05-05T07:20:00.513402+00:00,2026-05-05T08:12:48.163008+00:00,75,60,15,true,5s6lr95f,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/5s6lr95f,false,,,false,,,,,,,,wandb only
benchmarks/cell_Z_hybrid/raw/core_rem16x5_post175_a100_ixqt_west4_20260505T0918Z_ZS_post175_15x5_exp2_cell_ZS_verified_pe_self_ask_mcp_baseline,core_rem16x5_post175_a100_ixqt_west4_20260505T0918Z_ZS_post175_15x5_exp2_cell_ZS_verified_pe_self_ask_mcp_baseline,cell_Z_hybrid,Z,verified_pe,baseline,openai/Llama-3.1-8B-Instruct,1913c6e4703425f735d8cb8297cb890ba66bbeff,paper_grade,true,"post-PR175 clean-floor evidence with expected raw JSON, latency, and judge counts",partial,2026-05-05T10:08:28.044460+00:00,2026-05-05T10:56:22.384899+00:00,80,70,10,true,jvlmbpxd,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/jvlmbpxd,false,,,false,,,,,,,,wandb only
benchmarks/cell_Z_hybrid/raw/core_rem16x5_post175_a100_ixqt_west4_20260505T0918Z_Z_post175_15x5_exp2_cell_Z_verified_pe_mcp_baseline,core_rem16x5_post175_a100_ixqt_west4_20260505T0918Z_Z_post175_15x5_exp2_cell_Z_verified_pe_mcp_baseline,cell_Z_hybrid,Z,verified_pe,baseline,openai/Llama-3.1-8B-Instruct,1913c6e4703425f735d8cb8297cb890ba66bbeff,paper_grade,true,"post-PR175 clean-floor evidence with expected raw JSON, latency, and judge counts",partial,2026-05-05T09:17:49.628865+00:00,2026-05-05T10:07:45.408043+00:00,80,70,10,true,k0l66qhn,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/k0l66qhn,false,,,false,,,,,,,,wandb only
benchmarks/cell_Z_hybrid/raw/final5x6_a100_20260503T090200Z_ZS_final5x6_exp2_cell_Z_verified_pe_self_ask_mcp_baseline,final5x6_a100_20260503T090200Z_ZS_final5x6_exp2_cell_Z_verified_pe_self_ask_mcp_baseline,cell_Z_hybrid,Z,verified_pe,baseline,openai/Llama-3.1-8B-Instruct,e5e1331b99c22824949aa8e88a6bbe56b1ff8520,superseded,false,legacy final-six A100 matrix predates the post-PR175 31-scenario evidence set,partial,2026-05-03T11:25:48.335283+00:00,2026-05-03T11:52:13.249289+00:00,30,20,10,true,lj8h5e1r,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/lj8h5e1r,false,,,false,,,,,,,,wandb only
benchmarks/cell_Z_hybrid/raw/final5x6_a100_20260503T090200Z_Z_final5x6_exp2_cell_Z_verified_pe_mcp_baseline,final5x6_a100_20260503T090200Z_Z_final5x6_exp2_cell_Z_verified_pe_mcp_baseline,cell_Z_hybrid,Z,verified_pe,baseline,openai/Llama-3.1-8B-Instruct,e5e1331b99c22824949aa8e88a6bbe56b1ff8520,superseded,false,legacy final-six A100 matrix predates the post-PR175 31-scenario evidence set,partial,2026-05-03T11:00:39.276528+00:00,2026-05-03T11:25:05.627209+00:00,30,25,5,true,u8zygs68,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/u8zygs68,false,,,false,,,,,,,,wandb only
benchmarks/cell_Z_hybrid/raw/final5x6_followon_transport_a100_20260503T142516Z_ZS_TP_final5x6_exp2_cell_ZS_verified_pe_self_ask_mcp_optimized,final5x6_followon_transport_a100_20260503T142516Z_ZS_TP_final5x6_exp2_cell_ZS_verified_pe_self_ask_mcp_optimized,cell_Z_hybrid,Z,verified_pe,optimized,openai/Llama-3.1-8B-Instruct,e5e1331b99c22824949aa8e88a6bbe56b1ff8520,superseded,false,legacy final-six A100 matrix predates the post-PR175 31-scenario evidence set,partial,2026-05-03T15:42:07.725785+00:00,2026-05-03T16:02:21.365746+00:00,30,20,10,true,z2nd6o0m,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/z2nd6o0m,false,,,false,,,,,,,,wandb only
benchmarks/cell_Z_hybrid/raw/final5x6_followon_transport_post180_a100_ixqt_west4_20260504T2205Z_ZS_TP_final5x6_exp2_cell_ZS_verified_pe_self_ask_mcp_optimized,final5x6_followon_transport_post180_a100_ixqt_west4_20260504T2205Z_ZS_TP_final5x6_exp2_cell_ZS_verified_pe_self_ask_mcp_optimized,cell_Z_hybrid,Z,verified_pe,optimized,openai/Llama-3.1-8B-Instruct,97169f0d51ffea200c78e35d6ec47366124d88ae,superseded,false,post-PR180 scored cohort retained for provenance; superseded by post-PR175 clean-floor runs after PR #175 merged over PR #180,partial,2026-05-04T22:21:17.922627+00:00,2026-05-04T22:41:10.966374+00:00,30,20,10,false,,,false,,,false,,,,,,,,
benchmarks/cell_Z_hybrid/raw/final5x6_pe_core_post180_a100_ixqt_west4_20260504T2015Z_ZS_final5x6_exp2_cell_Z_verified_pe_self_ask_mcp_baseline,final5x6_pe_core_post180_a100_ixqt_west4_20260504T2015Z_ZS_final5x6_exp2_cell_Z_verified_pe_self_ask_mcp_baseline,cell_Z_hybrid,Z,verified_pe,baseline,openai/Llama-3.1-8B-Instruct,97169f0d51ffea200c78e35d6ec47366124d88ae,superseded,false,post-PR180 scored cohort retained for provenance; superseded by post-PR175 clean-floor runs after PR #175 merged over PR #180,partial,2026-05-04T21:16:24.510397+00:00,2026-05-04T21:42:11.971344+00:00,30,20,10,false,,,false,,,false,,,,,,,,
benchmarks/cell_Z_hybrid/raw/final5x6_pe_core_post180_a100_ixqt_west4_20260504T2015Z_Z_final5x6_exp2_cell_Z_verified_pe_mcp_baseline,final5x6_pe_core_post180_a100_ixqt_west4_20260504T2015Z_Z_final5x6_exp2_cell_Z_verified_pe_mcp_baseline,cell_Z_hybrid,Z,verified_pe,baseline,openai/Llama-3.1-8B-Instruct,97169f0d51ffea200c78e35d6ec47366124d88ae,superseded,false,post-PR180 scored cohort retained for provenance; superseded by post-PR175 clean-floor runs after PR #175 merged over PR #180,partial,2026-05-04T20:51:48.300614+00:00,2026-05-04T21:15:34.320323+00:00,30,25,5,false,,,false,,,false,,,,,,,,
benchmarks/cell_Z_hybrid/raw/followon15x5_post175_a100_cu_20260505T0810Z_ZS_TP_post175_15x5_exp2_cell_ZS_verified_pe_self_ask_mcp_optimized,followon15x5_post175_a100_cu_20260505T0810Z_ZS_TP_post175_15x5_exp2_cell_ZS_verified_pe_self_ask_mcp_optimized,cell_Z_hybrid,Z,verified_pe,optimized,openai/Llama-3.1-8B-Instruct,1913c6e4703425f735d8cb8297cb890ba66bbeff,paper_grade,true,"post-PR175 clean-floor evidence with expected raw JSON, latency, and judge counts",partial,2026-05-05T08:38:59.754185+00:00,2026-05-05T09:18:46.762333+00:00,75,65,10,true,vrz3a3l4,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/vrz3a3l4,false,,,false,,,,,,,,wandb only
benchmarks/cell_Z_hybrid/raw/mitigation15x5_4tier_post175_a100_ixqt_west3_20260505T0845Z_ZS_ADJ_post175_15x5_mitigation_adjudication_verified_pe_self_ask,mitigation15x5_4tier_post175_a100_ixqt_west3_20260505T0845Z_ZS_ADJ_post175_15x5_mitigation_adjudication_verified_pe_self_ask,cell_Z_hybrid,Z,verified_pe,baseline,openai/Llama-3.1-8B-Instruct,1913c6e4703425f735d8cb8297cb890ba66bbeff,paper_grade,true,"post-PR175 clean-floor evidence with expected raw JSON, latency, and judge counts",partial,2026-05-05T14:06:33.052494+00:00,2026-05-05T14:58:26.185714+00:00,75,64,11,true,w658bgtr,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/w658bgtr,false,,,false,,,,,,,,wandb only
